Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
1	an investigation of misunderstanding code patterns in c opensource software projects	Forward	Validating the threats to validity in program comprehension experiments	validating the threats to validity in program comprehension experiments	http://elib.uni-stuttgart.de/handle/11682/12228	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Forward	Validating the Threats to Validity in Program Comprehension Experiments	validating the threats to validity in program comprehension experiments	https://scholar.archive.org/work/4cw44y2cu5hhvmou5ktnp7hudu/access/wayback/https://elib.uni-stuttgart.de/bitstream/11682/12228/1/master-thesis_MarvinMunozBaron.pdf	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Validating the threats to validity in program comprehension experiments	validating the threats to validity in program comprehension experiments	http://elib.uni-stuttgart.de/handle/11682/12228	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Validating the Threats to Validity in Program Comprehension Experiments	validating the threats to validity in program comprehension experiments	https://scholar.archive.org/work/4cw44y2cu5hhvmou5ktnp7hudu/access/wayback/https://elib.uni-stuttgart.de/bitstream/11682/12228/1/master-thesis_MarvinMunozBaron.pdf	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Validating the threats to validity in program comprehension experiments	validating the threats to validity in program comprehension experiments	http://elib.uni-stuttgart.de/handle/11682/12228	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Validating the Threats to Validity in Program Comprehension Experiments	validating the threats to validity in program comprehension experiments	https://scholar.archive.org/work/4cw44y2cu5hhvmou5ktnp7hudu/access/wayback/https://elib.uni-stuttgart.de/bitstream/11682/12228/1/master-thesis_MarvinMunozBaron.pdf	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Varclr: Variable semantic representation pre-training via contrastive learning	varclr variable semantic representation pretraining via contrastive learning	https://dl.acm.org/doi/abs/10.1145/3510003.3510162	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Variability-aware parsing in the presence of lexical macros and conditional compilation	variabilityaware parsing in the presence of lexical macros and conditional compilation	https://dl.acm.org/doi/abs/10.1145/2048066.2048128?casa_token=-Xnp3eWPg6cAAAAA:DSVuaI6MmPdIHhHdydXe5m66wDKPWKYjo3VAk3Iayg7eD9fclU-dluUVznEIlpntQHccgcLahegXaXQ	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Verifiable and Reusable Conditioning	verifiable and reusable conditioning	https://search.proquest.com/openview/e2f52e157f0340edc5a267c6433a3ff9/1?pq-origsite=gscholar&cbl=18750&diss=y	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Forward	VID2META: Complementing Android Programming Screencasts with Code Elements and GUIs	vid2meta complementing android programming screencasts with code elements and guis	https://www.mdpi.com/1811506	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Views on Internal and External Validity in Empirical Software Engineering	views on internal and external validity in empirical software engineering	https://dl.acm.org//doi/10.5555/2818754.2818759	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Virtual reality and program comprehension: application using spreadsheet visualisation	virtual reality and program comprehension application using spreadsheet visualisation	http://etheses.dur.ac.uk/5592/	1994	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Virtual software in reality	virtual software in reality	http://etheses.dur.ac.uk/4244/	2000	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Visual Enhancements for Code Examples to Support the Knowledge Exchange Between Programmers	visual enhancements for code examples to support the knowledge exchange between programmers	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1480810	2016	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Visual Enhancements for Code Examples to Support the Knowledge Exchange Between Programmers	visual enhancements for code examples to support the knowledge exchange between programmers	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1480810	2016	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Forward	Visualisation for program comprehension: information and issues	visualisation for program comprehension information and issues	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7adf494f44ced58d89cfe4c287a0394f82e01bbc	1998	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Visualisation for program comprehension: information and issues	visualisation for program comprehension information and issues	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7adf494f44ced58d89cfe4c287a0394f82e01bbc	1998	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Visualisierung in der Software-Entwicklung	visualisierung in der softwareentwicklung	https://link.springer.com/chapter/10.1007/978-3-642-76118-8_4	1990	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Visualising The Complex Features Of Source Code	visualising the complex features of source code	https://scholar.archive.org/work/zwjqenldqveqfmw6doucq53qry/access/wayback/https://arrow.tudublin.ie/cgi/viewcontent.cgi?article=1216&context=sciendoc	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	VITALSE: visualizing eye tracking and biometric data	vitalse visualizing eye tracking and biometric data	https://dl.acm.org/doi/abs/10.1145/3377812.3382154	2020	Ok	Not Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Vysokoúrovňové jazyky pro TeX	vysokorovov jazyky pro tex	https://dml.cz/dmlcz/151107	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	W3C Recommendation 31 May 2001, http://www. w3. org/TR/2001/REC-xhtml11-20010531/, 2001.[3] GJ Badros, A. Borning, K. Marriott, and PJ Stuckey …	w3c recommendation 31 may 2001 httpwww w3 orgtr2001recxhtml1120010531 20013 gj badros a borning k marriott and pj stuckey	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=77060388480964d57240fac1dc5b4c00c6652036	1985	Old	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	WAP: Understanding the Brain at Software Debugging	wap understanding the brain at software debugging	https://ieeexplore.ieee.org/abstract/document/7774510	2016	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	WebGazeAnalyzer: a system for capturing and analyzing web reading behavior using eye gaze	webgazeanalyzer a system for capturing and analyzing web reading behavior using eye gaze	https://doi.org/10.1145/1056808.1057055	2005	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	Webgazeanalyzer: a system for capturing and analyzing web reading behavior using eye gaze	webgazeanalyzer a system for capturing and analyzing web reading behavior using eye gaze	https://dl.acm.org/doi/abs/10.1145/1056808.1057055?casa_token=EPiLvv0Q2vEAAAAA:c-7xA7YIrn6ArUgxZWMHHEYNk8V5cG0KQYHiyAFxW8v1ngH0qP9NW1Y752D4rEjP-TCwakU3gNUC8Bc	2005	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	What are you looking for	what are you looking for	https://dl.acm.org/doi/abs/10.1145/1240624.1240690?casa_token=CnTTtvfSeFIAAAAA:IXBwCv-2zxLgggHJev4UCTuA-GrbriEy7fvQzeYWs7tKb2fEUdFhHmy8_oiHRcNxDKKgVNve4-PQW-U	2007	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	What Are You Looking For? An Eye-tracking Study of Information Usage in Web Search	what are you looking for an eyetracking study of information usage in web search	https://scholar.google.com/scholar?as_q=What+Are+You+Looking+For%3F+An+Eye-tracking+Study+of+Information+Usage+in+Web+Search&as_occt=title&hl=en&as_sdt=0%2C31	2007	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	What Artificial Grammar Learning Reveals about the Neurobiology of Syntax	what artificial grammar learning reveals about the neurobiology of syntax	http://scholar.google.com/scholar?hl=en&q=Karl+Petersson%2C+Vasiliki+Folia%2C+and+Peter+Hagoort.+2012.+What+Artificial+Grammar+Learning+Reveals+about+the+Neurobiology+of+Syntax.+Brain+and+Language+298%2C+1089+%282012%29%2C+199%E2%80%93209.	2012	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	What developers (care to) recall: An interview survey on smaller systems	what developers care to recall an interview survey on smaller systems	https://ieeexplore.ieee.org/abstract/document/9240610/	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	What do developers discuss about code comments?	what do developers discuss about code comments	https://ieeexplore.ieee.org/abstract/document/9610635/	2021	Ok	Not Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	What drives the reading order of programmers? an eye tracking study	what drives the reading order of programmers an eye tracking study	https://dl.acm.org/doi/abs/10.1145/3387904.3389279	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Forward	What drives the reading order of programmers? an eye tracking study	what drives the reading order of programmers an eye tracking study	https://dl.acm.org/doi/abs/10.1145/3387904.3389279	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	What drives the reading order of programmers? an eye tracking study	what drives the reading order of programmers an eye tracking study	https://dl.acm.org/doi/abs/10.1145/3387904.3389279	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	What drives the reading order of programmers? an eye tracking study	what drives the reading order of programmers an eye tracking study	https://dl.acm.org/doi/abs/10.1145/3387904.3389279	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	What influences dwell time during source code reading? Analysis of element type and frequency as factors	what influences dwell time during source code reading analysis of element type and frequency as factors	https://dl.acm.org/doi/abs/10.1145/2578153.2578211	2014	Ok	Acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Backward	What programmers really do: An observational study	what programmers really do an observational study	https://scholar.google.com/scholar?as_q=What+programmers+really+do%3A+An+observational+study&as_occt=title&hl=en&as_sdt=0%2C31	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	What programming languages for interactive systems designers?	what programming languages for interactive systems designers	https://hal-enac.archives-ouvertes.fr/hal-01024013/	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	What types of defects are really discovered in code reviews?	what types of defects are really discovered in code reviews	https://ieeexplore.ieee.org/abstract/document/4604671/	2008	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	What Types of Defects Are Really Discovered in Code Reviews?	what types of defects are really discovered in code reviews	https://ieeexplore.ieee.org/abstract/document/4604671/	2008	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	What types of defects are really discovered in code reviews?	what types of defects are really discovered in code reviews	https://ieeexplore.ieee.org/abstract/document/4604671/	2008	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	What Types of Defects Are Really Discovered in Code Reviews?	what types of defects are really discovered in code reviews	https://ieeexplore.ieee.org/abstract/document/4604671/	2008	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	What's in a Name? A Study of Identifiers	whats in a name a study of identifiers	https://doi.org/10.1109/ICPC.2006.51	2006	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	What’s in a name? A study of identifiers	whats in a name a study of identifiers	https://ieeexplore.ieee.org/abstract/document/1631100/?casa_token=jCCDnpePz2AAAAAA:1pNtMyqsvyUl1IUqGdtjY0CBP02hdgrUbJE3B-8TPKJiGp7HxEVUxQ-gZnN1SrVL7uF-IgpFdEWz	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	When code completion fails: A case study on real-world completions	when code completion fails a case study on realworld completions	https://ieeexplore.ieee.org/abstract/document/8812116/	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	When Comments and Code Diverge: Investigating the Consequences of Bad Comments	when comments and code diverge investigating the consequences of bad comments	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1337809	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	When Comments and Code Diverge: Investigating the Consequences of Bad Comments	when comments and code diverge investigating the consequences of bad comments	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1337809	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	When students are not programmers	when students are not programmers	https://dl.acm.org/doi/abs/10.1145/1721933.1721952	2010	Ok	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	When to use the b onferroni correction	when to use the b onferroni correction	https://doi.org/10.1111/opo.12131	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	When Zero is Not Zero: The Problem of Ambiguous Baseline Conditions in fMRI	when zero is not zero the problem of ambiguous baseline conditions in fmri	https://www.pnas.org/doi/abs/10.1073/pnas.221462998	2001	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Where Is the Semantic System? A Critical Review and Meta-Analysis of 120 Functional Neuroimaging Studies	where is the semantic system a critical review and metaanalysis of 120 functional neuroimaging studies	https://academic.oup.com/cercor/article/19/12/2767/376348	2009	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	While loops and the analogy of the single stroke engine	while loops and the analogy of the single stroke engine	https://dl.acm.org/doi/abs/10.1145/126459.126466	1991	Ok	Not acceptable	Not acceptable	Not acceptable
1	the effect of scope delimiters on program comprehension	Forward	While loops and the analogy of the single stroke engine	while loops and the analogy of the single stroke engine	https://dl.acm.org/doi/abs/10.1145/126459.126466	1991	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Who is Right? Evaluating Empirical Contradictions in the Readability and Comprehensibility of Source Code.	who is right evaluating empirical contradictions in the readability and comprehensibility of source code	https://www.researchgate.net/profile/Talita-Ribeiro-3/publication/321085627_Who_is_Right_Evaluating_Empirical_Contradictions_in_the_Readability_and_Comprehensibility_of_Source_Code/links/5a0cb280aca2729b1f4d6c3a/Who-is-Right-Evaluating-Empirical-Contradictions-in-the-Readability-and-Comprehensibility-of-Source-Code.pdf	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Who is Right? Evaluating Empirical Contradictions in the Readability and Comprehensibility of Source Code.	who is right evaluating empirical contradictions in the readability and comprehensibility of source code	https://www.researchgate.net/profile/Talita-Ribeiro-3/publication/321085627_Who_is_Right_Evaluating_Empirical_Contradictions_in_the_Readability_and_Comprehensibility_of_Source_Code/links/5a0cb280aca2729b1f4d6c3a/Who-is-Right-Evaluating-Empirical-Contradictions-in-the-Readability-and-Comprehensibility-of-Source-Code.pdf	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Backward	Will They Like This? Evaluating Code Contributions with Language Models	will they like this evaluating code contributions with language models	https://dl.acm.org//doi/10.5555/2820518.2820539	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Women and men—different but equal: On the impact of identifier style on source code reading	women and mendifferent but equal on the impact of identifier style on source code reading	https://ieeexplore.ieee.org/abstract/document/6240505/	2012	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Would a Rose by any Other Name Smell as Sweet? Examining the Cost of Similarity in Identifier Naming	would a rose by any other name smell as sweet examining the cost of similarity in identifier naming	https://www.researchgate.net/profile/Naser-Al-Madi/publication/362824508_Would_a_Rose_by_any_Other_Name_Smell_as_Sweet_Examining_the_Cost_of_Similarity_in_Identifier_Naming/links/635dc27512cbac6a3e0aedb0/Would-a-Rose-by-any-Other-Name-Smell-as-Sweet-Examining-the-Cost-of-Similarity-in-Identifier-Naming.pdf	2022	Ok	Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Абстрактная печать по образцу	Абстрактная печать по образцу	https://oops.math.spbu.ru/SE/diploma/2015/bmo/444-Korovianskii-report.pdf	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	プログラミング入門教育におけるインデントと実装能力の関係	プログラミング入門教育におけるインデントと実装能力の関係	https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=78403&item_no=1&page_id=13&block_id=8	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	プログラミング入門教育を対象としたリアルタイム授業支援システム	プログラミング入門教育を対象としたリアルタイム授業支援システム	https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=79500&item_no=1&page_id=13&block_id=8	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	プログラム理解時における脳波特徴の把握を目的とした時系列分析の試み	プログラム理解時における脳波特徴の把握を目的とした時系列分析の試み	https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=192409&item_no=1&page_id=13&block_id=8	2018	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	初学者向けプログラミング基礎教育における可聴化を用いた多重ループの効果的な学習方法	初学者向けプログラミング基礎教育における可聴化を用いた多重ループの効果的な学習方法	https://www.jstage.jst.go.jp/article/jsise/38/1/38_380110/_article/-char/ja/	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	基于配置管理的软件维护性评估	基于配置管理的软件维护性评估	http://www.cqvip.com/qk/91376x/201610/670346402.html	2016	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	性別に着目したソースコード理解速度の分析	性別に着目したソースコード理解速度の分析	https://search.ieice.org/bin/summary.php?id=j104-d_5_521	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	探讨党员管理新思路, 提高党建工作管理水平	探讨党员管理新思路, 提高党建工作管理水平	https://scholar.google.com/scholar?hl=pt-BR&cites=3859046751656032365&scipsc=1&q=探讨党员管理新思路,+提高党建工作管理水平	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	構文マクロ定義からのプログラム整形器の生成	構文マクロ定義からのプログラム整形器の生成	https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=107794&item_no=1&page_id=13&block_id=8	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	構造化プログラム図式	構造化プログラム図式	https://www.jstage.jst.go.jp/article/jssst/1/1/1_1_64/_article/-char/ja/	1984	Old	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	程序设计教学中学生程序设计风格的养成	程序设计教学中学生程序设计风格的养成	http://www.cqvip.com/qk/94293x/2016a01/670730558.html	2016	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	要件定義書の閲読時の視線情報に基づく閲読能力の特徴付け	要件定義書の閲読時の視線情報に基づく閲読能力の特徴付け	https://dspace.jaist.ac.jp/dspace/bitstream/10119/17491/2/paper.pdf	2021	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A comprehensive model for code readability	a comprehensive model for code readability	https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1958	2018	Ok	Acceptable	Not Acceptable	Not Acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	A method to study visual attention aspects of collaboration: Eye-tracking pair programmers simultaneously.	a method to study visual attention aspects of collaboration eyetracking pair programmers simultaneously	https://scholar.google.com/scholar?as_q=A+Method+to+Study+Visual+Attention+Aspects+of+Collaboration%3A+Eye-tracking+Pair+Programmers+Simultaneously&as_occt=title&hl=en&as_sdt=0%2C31	2008	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A model to detect readability improvements in incremental changes	a model to detect readability improvements in incremental changes	https://dl.acm.org/doi/abs/10.1145/3387904.3389255	2020	Ok	Not Acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A neuro-cognitive perspective of program comprehension	a neurocognitive perspective of program comprehension	https://dl.acm.org/doi/abs/10.1145/3183440.3183442	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A Neuro-Cognitive Perspective of Program Comprehension	a neurocognitive perspective of program comprehension	https://dl.acm.org/doi/abs/10.1145/3183440.3183442	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A new high-performance, energy-efficient replication storage system with reliability guarantee	a new highperformance energyefficient replication storage system with reliability guarantee	https://ieeexplore.ieee.org/abstract/document/6232373/	2012	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A security pattern detection framework for building more secure software	a security pattern detection framework for building more secure software	https://www.sciencedirect.com/science/article/pii/S0164121220302296	2021	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A similarity integration method based information retrieval and word embedding in bug localization	a similarity integration method based information retrieval and word embedding in bug localization	https://ieeexplore.ieee.org/abstract/document/9282791/	2020	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A" Source" of Error: Computer Code, Criminal Defendants, and the Constitution	a source of error computer code criminal defendants and the constitution	https://www.jstor.org/stable/24915692	2017	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Backward	A survey of controlled experiments in software engineering	a survey of controlled experiments in software engineering	https://ieeexplore.ieee.org//document/1514443	1993	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	A survey of controlled experiments in software engineering.	a survey of controlled experiments in software engineering	https://ieeexplore.ieee.org/abstract/document/1514443/?casa_token=3xbdO90aMrsAAAAA:g-ErvKAkyuPTJnDoVaK5HrhSEatmcb0X2SEo5UwcKECPvGgQ5-H-NO--49TVXrkHnVBAkCC6Hjcq	1993	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A Survey of Obfuscation and Deobfuscation Techniques in Android Code Protection	a survey of obfuscation and deobfuscation techniques in android code protection	https://ieeexplore.ieee.org/abstract/document/9900207/	2022	Ok	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	A theory of reading: From eye fixations to comprehension.	a theory of reading from eye fixations to comprehension	https://kilthub.cmu.edu/articles/A_theory_of_reading_From_eye_fixations_to_comprehension/6613262/files/12105926.pdf	1980	Old	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	A weather ontology for predictive control in smart homes	a weather ontology for predictive control in smart homes	http://www.ub.tuwien.ac.at/dipl/2013/AC11030106.pdf	2013	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	Alinhando perspectivas de qualidade em código fonte a partir de estudos experimentais-um caso na indústria	alinhando perspectivas de qualidade em cdigo fonte a partir de estudos experimentaisum caso na indstria	https://sol.sbc.org.br/index.php/sbqs/article/view/15236	2015	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	An Analysis of Eye Movements during Browsing Multiple Search Results Pages.	an analysis of eye movements during browsing multiple search results pages	https://doi.org/10.1007/978-3-642-02574-7_14	2009	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An approach to automatically assess method names	an approach to automatically assess method names	https://dl.acm.org/doi/abs/10.1145/3524610.3527780	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An empirical investigation into programming language syntax	an empirical investigation into programming language syntax	https://dl.acm.org/doi/abs/10.1145/2534973	2013	Ok	Acceptable	Not Acceptable	Not Acceptable
2	a look at programmers communicating through program indentation	Backward	An empirical study of the effects of modularity on program modifiability	an empirical study of the effects of modularity on program modifiability	https://www.elibrary.ru/item.asp?id=7519340	1986	Old	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An empirical study on Java method name suggestion: are we there yet?	an empirical study on java method name suggestion are we there yet	https://arxiv.org/abs/2201.08570	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An empirical study on the relation between identifiers and fault proneness	an empirical study on the relation between identifiers and fault proneness	https://publications.polymtl.ca/2651/1/EPM-RT-2010-02_Arnaoudova.pdf	2010	Ok	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An Empirical Study on the Usage and Evolution of Identifier Styles in Practice	an empirical study on the usage and evolution of identifier styles in practice	https://ieeexplore.ieee.org/abstract/document/9712095/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An experimental investigation on the effects of context on source code identifiers splitting and expansion	an experimental investigation on the effects of context on source code identifiers splitting and expansion	https://link.springer.com/article/10.1007/s10664-013-9260-1	2014	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	a look at programmers communicating through program indentation	Backward	An experimental study of typographic cueing in printed text	an experimental study of typographic cueing in printed text	https://www.tandfonline.com/doi/abs/10.1080/00140137708931601	1977	Old	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	An eye tracking study on camelcase and under score identifier styles.	an eye tracking study on camelcase and under score identifier styles	http://www.cs.kent.edu/~jmaletic/papers/ICPC2010-CamelCaseUnderScoreClouds.pdf	2010	Already accepted	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An eye tracking study on camelcase and under_score identifier styles	an eye tracking study on camelcase and underscore identifier styles	https://ieeexplore.ieee.org/abstract/document/5521745/	2010	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	An eye tracking study on the effects of layout in understanding the role of design patterns.	an eye tracking study on the effects of layout in understanding the role of design patterns	https://ieeexplore.ieee.org/abstract/document/5609582/?casa_token=9lDLw4Sgy7UAAAAA:LVlI-ypKfd0TJ_mJzZfAl77wynKgTUk93bqm_I9kwKYJgk3zJRHSlv4HERGKqbBekXu4dlhDtGQY	2010	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	extended models on the impact of identifier style on effort and comprehension	Backward	An eye-tracking methodology for characterizing program comprehension processes.	an eyetracking methodology for characterizing program comprehension processes	https://doi.org/10.1145/1117309.1117356	2006	Duplicate	Not acceptable	Not acceptable	Not acceptable
2	to camelcase or under_score	Forward	An Information Architect's Approach to Address Indian Farmers' Indebtedness	an information architects approach to address indian farmers indebtedness	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=192eb6a7515b22dc00b1c28d4f9c74fd9dfda6e4	2015	Ok	Not acceptable	Not acceptable	Not acceptable
